card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id,player_group_id,other_card_ids
ALUM,USA,TOR,,$0.8M,C,LEFT,210.0,72,TOM FERGUS,78,77.70,80,76,80,78,80,76,80,76,80,73,79,74,78,78,77,82,75,73,73,78,78,76,85,73,2205,G2347,
BA,Sweden,FHC,,$0.7M,RD,RIGHT,187.0,72,TOM NILSSON,77,76.55,83,77,78,76,86,67,82,69,81,72,73,72,78,74,76,78,79,82,74,80,72,78,68,74,3643,G2348,
BA,Canada,WSH,Metropolitan,$2.0M,RW,RIGHT,225.0,76,TOM WILSON,81,81.45,85,79,86,81,84,80,84,80,82,79,78,81,80,80,87,87,87,80,78,77,73,79,60,60,1675,G2349,"1941,2443"
CHEL,Canada,WSH,Metropolitan,$5.0M,RW,RIGHT,225.0,76,TOM WILSON,84,84.40,87,83,89,84,86,83,87,83,85,82,81,84,83,83,90,90,90,83,81,80,76,82,63,63,1941,G2349,"1675,2443"
CHEL,Canada,WSH,Metropolitan,$5.0M,RW,RIGHT,225.0,76,TOM WILSON,85,85.40,88,84,90,85,87,84,88,84,86,83,82,85,84,84,91,91,91,84,82,81,77,83,64,64,2443,G2349,"1675,1941"
BA,Czechia,VGK,Pacific,$2.0M,C,LEFT,220.0,75,TOMAS HERTL,81,81.30,85,83,84,81,85,81,83,82,82,84,81,84,82,82,79,84,77,81,57,78,69,80,83,76,1656,G2350,4353
CCAP,Czechia,VGK,Pacific,$9.0M,C,LEFT,220.0,75,TOMAS HERTL,88,87.90,88,90,91,88,88,88,90,89,89,91,88,91,89,89,86,91,84,88,64,85,76,87,90,83,4353,G2350,1656
BA,Czechia,FLA,Atlantic,$0.6M,C,LEFT,199.0,75,TOMAS NOSEK,76,76.95,81,77,79,80,82,73,79,73,79,75,73,75,74,73,79,79,77,77,62,77,75,79,80,79,1266,G2351,
ALUM,Sweden,NJD,,$0.7M,LD,LEFT,195.0,74,TOMMY ALBELIN,77,76.75,80,76,78,77,81,76,77,76,77,76,76,75,78,77,75,76,67,77,68,80,78,79,43,62,2058,G2352,
SOTM,Canada,KAM,,$8.0M,C,RIGHT,183.0,60,TOMMY LAFRENIÈRE,87,88.10,88,88,88,92,88,90,92,90,91,87,87,84,85,87,89,85,90,97,81,88,87,86,87,89,4571,G2353,
BA,USA,SYR,,$0.6M,RD,RIGHT,194.0,74,TOMMY MILLER,76,76.25,84,80,84,79,84,62,85,63,85,69,65,67,67,67,82,84,84,84,64,70,82,82,49,74,3170,G2354,
BA,USA,NYI,Metropolitan,$0.6M,RD,RIGHT,180.0,71,TONY DEANGELO,76,76.65,81,80,76,73,84,72,80,74,80,80,77,77,78,78,72,76,73,77,59,74,72,76,52,72,1403,G2355,
COM,USA,NYI,Metropolitan,$5.0M,RD,RIGHT,190.0,72,TONY DEANGELO,84,84.55,86,88,84,81,87,83,88,85,88,88,85,85,86,86,80,84,81,85,67,82,80,84,60,80,4449,G2356,
ALUM,USA,SJS,,$0.9M,RW,RIGHT,185.0,70,TONY GRANATO,79,79.80,82,81,78,83,84,82,78,83,81,79,77,81,82,82,78,78,78,80,72,76,75,78,63,63,2162,G2357,3983
BEM,USA,SJS,Pacific,$7.0M,RW,RIGHT,185.0,70,TONY GRANATO,86,86.55,87,88,85,90,88,89,85,90,88,86,84,88,89,89,85,85,85,87,79,83,82,85,70,70,3983,G2357,2162
ALUM,Canada,VAN,,$1.0M,RW,LEFT,185.0,69,TONY TANTI,80,80.55,83,83,78,80,84,82,82,82,82,83,84,82,82,80,78,80,75,77,70,78,74,79,72,61,2214,G2358,
BA,Finland,MIF,,$0.7M,RD,RIGHT,179.0,72,TOPI NIEMELA,77,77.95,88,84,74,74,88,76,84,78,83,79,80,78,78,78,67,68,73,83,63,78,73,78,48,78,3521,G2359,
BA,Finland,UTI,,$0.6M,LD,LEFT,194.0,73,TOPIAS VILEN,76,75.95,85,82,75,78,83,67,81,68,81,75,73,73,73,73,74,78,74,84,68,79,72,75,49,74,3241,G2360,
BA,USA,STL,Central,$0.8M,LD,LEFT,194.0,69,TOREY KRUG,78,77.90,81,77,77,75,81,75,81,77,80,77,79,72,80,79,77,77,77,77,57,78,79,79,47,75,1544,G2361,3293
MARQ,USA,STL,Central,$1.0M,LD,LEFT,194.0,69,TOREY KRUG,80,80.70,82,80,80,78,82,78,84,80,83,80,82,75,83,82,80,80,80,80,60,81,82,82,50,78,3293,G2361,1544
BA,Canada,TUC,,$0.7M,C,LEFT,205.0,73,TRAVIS BARRON,77,77.35,85,81,86,77,83,68,83,69,82,79,68,72,70,70,84,84,89,84,81,70,67,80,81,82,3215,G2362,
BA,USA,TOR,,$0.9M,C,RIGHT,190.0,72,TRAVIS BOYD,79,79.30,85,81,80,79,85,78,81,78,81,80,76,78,79,79,78,80,78,80,65,77,75,78,77,75,3198,G2363,
BA,Canada,BAK,,$0.8M,LD,LEFT,202.0,72,TRAVIS DERMOTT,78,78.60,87,82,80,76,87,72,82,73,82,79,75,75,77,76,77,79,77,80,65,77,79,80,50,75,2719,G2364,
BA,USA,SD,,$0.6M,RW,RIGHT,198.0,76,TRAVIS HOWE,76,76.15,84,80,85,76,84,66,86,66,85,73,65,70,68,68,83,85,85,85,86,65,68,81,65,85,3114,G2365,
BA,Canada,PHI,Metropolitan,$5.0M,RW,RIGHT,192.0,70,TRAVIS KONECNY,84,84.75,89,87,81,83,89,85,84,86,84,88,88,87,87,87,79,83,84,85,57,85,77,82,66,76,1450,G2366,
BA,USA,BRI,,$0.6M,LD,LEFT,201.0,76,TRAVIS MITCHELL,76,77.05,85,81,85,80,85,61,87,65,86,69,61,67,68,68,85,86,86,86,76,70,83,83,51,71,2761,G2367,
ALUM,Canada,ANA,,$0.7M,LW,LEFT,216.0,74,TRAVIS MOEN,77,76.45,77,74,81,76,79,72,78,72,78,71,72,74,74,74,81,80,79,80,72,80,78,79,61,65,1723,G2368,
BA,Canada,PHI,Metropolitan,$3.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,82,82.55,85,82,84,82,85,76,88,78,85,79,83,76,83,83,83,84,83,81,67,84,83,85,51,78,1452,G2369,"3931,3932,3933,3934,3935,3936"
BEM,Canada,PHI,Metropolitan,$3.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,82,82.55,85,82,84,82,85,76,88,78,85,79,83,76,83,83,83,84,83,81,67,84,83,85,51,78,3931,G2369,"1452,3932,3933,3934,3935,3936"
BEM,Canada,PHI,Metropolitan,$2.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,81,81.55,84,81,83,81,84,75,87,77,84,78,82,75,82,82,82,83,82,80,66,83,82,84,50,77,3932,G2369,"1452,3931,3933,3934,3935,3936"
BEM,Canada,PHI,Metropolitan,$4.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,83,83.45,85,83,85,83,85,77,89,79,86,80,84,77,84,84,84,85,84,82,68,85,84,86,52,79,3933,G2369,"1452,3931,3932,3934,3935,3936"
BEM,Canada,PHI,Metropolitan,$5.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,84,84.45,86,84,86,84,86,78,90,80,87,81,85,78,85,85,85,86,85,83,69,86,85,87,53,80,3934,G2369,"1452,3931,3932,3933,3935,3936"
BEM,Canada,PHI,Metropolitan,$6.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,85,85.35,86,85,87,85,86,79,91,81,88,82,86,79,86,86,86,87,86,84,70,87,86,88,54,81,3935,G2369,"1452,3931,3932,3933,3934,3936"
BEM,Canada,PHI,Metropolitan,$7.0M,LD,LEFT,222.0,76,TRAVIS SANHEIM,86,86.65,87,86,88,86,87,80,92,82,89,83,87,80,87,87,88,88,87,85,71,88,88,93,55,82,3936,G2369,"1452,3931,3932,3933,3934,3935"
BA,USA,EDM,Pacific,$0.6M,C,LEFT,221.0,75,TRENT FREDERIC,76,77.15,82,76,81,80,82,72,79,74,79,74,72,75,75,75,81,81,82,77,78,72,73,78,79,59,1241,G2370,"3674,4684"
FACE,USA,EDM,Pacific,$4.0M,C,LEFT,221.0,75,TRENT FREDERIC,83,83.75,85,83,88,87,85,79,86,81,86,81,79,82,82,82,88,88,89,84,85,79,80,85,86,66,3674,G2370,"1241,4684"
GM,USA,EDM,Pacific,$8.0M,C,LEFT,221.0,75,TRENT FREDERIC,87,88.05,83,88,93,92,83,84,91,86,91,86,84,87,87,87,93,93,94,89,90,84,85,90,91,71,4684,G2370,"1241,3674"
BA,Canada,CHA,,$0.6M,LD,LEFT,209.0,74,TREVOR CARRICK,76,76.60,83,78,80,75,83,71,80,71,80,75,70,70,75,73,79,80,78,80,75,73,79,79,50,70,2794,G2371,
ALUM,Canada,VAN,,$3.0M,C,RIGHT,220.0,76,TREVOR LINDEN,82,82.60,82,80,81,82,82,82,83,83,82,83,82,83,84,83,82,83,81,65,69,81,93,80,86,89,2212,G2372,
BA,USA,LAK,Pacific,$1.0M,LW,LEFT,195.0,71,TREVOR MOORE,80,79.90,86,83,79,79,86,81,81,81,81,82,80,80,80,80,74,79,74,79,57,79,74,79,64,81,1278,G2373,3671
FACE,USA,LAK,Pacific,$5.0M,LW,LEFT,195.0,71,TREVOR MOORE,84,84.60,88,88,84,84,88,86,86,86,86,87,85,85,85,85,79,84,79,84,62,84,79,84,69,86,3671,G2373,1278
BA,USA,WSH,Metropolitan,$0.6M,RD,RIGHT,197.0,75,TREVOR VAN RIEMSDYK,76,75.95,80,77,79,75,80,67,80,68,80,70,72,68,74,73,77,80,77,78,67,82,81,79,48,80,1684,G2374,3710
FACE,USA,WSH,Metropolitan,$2.0M,RD,RIGHT,197.0,75,TREVOR VAN RIEMSDYK,81,80.65,82,82,84,80,82,72,85,73,85,75,77,73,79,78,82,85,82,83,72,87,86,84,53,85,3710,G2374,1684
BA,USA,PHI,Metropolitan,$0.9M,C,LEFT,185.0,72,TREVOR ZEGRAS,79,79.20,83,82,77,77,83,80,82,81,82,84,81,82,81,83,71,78,75,80,55,75,70,77,72,80,1458,G2375,"1945,4514,4704"
CHEL,USA,PHI,Metropolitan,$2.0M,C,LEFT,185.0,72,TREVOR ZEGRAS,81,81.10,84,84,79,79,84,82,84,83,84,86,83,84,83,85,73,80,77,82,57,77,72,79,74,82,1945,G2375,"1458,4514,4704"
COM,USA,PHI,Metropolitan,$8.0M,C,LEFT,185.0,72,TREVOR ZEGRAS,87,87.70,87,91,86,86,87,89,91,90,91,93,90,91,90,92,80,87,84,89,64,84,79,86,81,89,4514,G2375,"1458,1945,4704"
CHEL,USA,USA,,$10.0M,C,LEFT,185.0,72,TREVOR ZEGRAS,89,89.60,88,93,88,88,88,91,93,92,93,95,92,93,92,94,82,89,86,91,66,86,81,88,83,91,4704,G2375,"1458,1945,4514"
BA,Canada,HFD,,$0.7M,RW,RIGHT,191.0,67,TREY FIX-WOLANSKY,77,77.35,87,83,75,81,87,79,80,80,80,82,77,77,77,77,70,75,70,80,55,69,65,76,60,80,2892,G2376,
BA,Canada,SYR,,$0.5M,C,LEFT,200.0,73,TRISTAN ALLARD,75,76.20,86,82,74,74,86,74,84,75,83,75,73,75,77,75,73,72,75,85,70,70,68,73,80,80,3269,G2377,
BA,USA,WBS,,$0.6M,C,LEFT,183.0,72,TRISTAN BROZ,76,76.90,81,78,79,78,84,77,75,77,78,78,79,78,80,79,73,74,75,78,48,76,67,72,69,78,3255,G2378,
NG,Canada,OS,,$7.0M,LW,LEFT,184.0,71,TRISTAN DELISLE,86,87.20,90,93,88,87,89,84,93,82,92,86,84,83,81,86,90,87,96,94,75,84,86,83,86,82,4161,G2379,
BA,Canada,SD,,$0.6M,RD,RIGHT,195.0,73,TRISTAN LUNEAU,76,76.85,84,80,77,79,84,71,81,71,80,76,75,75,75,76,70,79,75,70,65,77,75,77,45,70,3115,G2380,
ALUM,Canada,PIT,,$0.8M,LW,LEFT,216.0,75,TROY LONEY,78,77.70,82,79,83,77,81,76,79,78,80,66,73,74,75,73,84,82,84,76,77,75,77,76,61,61,2142,G2381,
ALUM,Canada,CHI,,$1.0M,C,RIGHT,195.0,73,TROY MURRAY,80,80.65,82,81,82,80,82,80,84,80,84,77,81,79,80,80,82,82,80,83,75,80,82,75,77,70,1812,G2382,
BA,Canada,EDM,Pacific,$0.7M,RD,RIGHT,184.0,70,TROY STECHER,77,77.30,83,81,79,81,83,68,79,70,79,77,72,71,75,74,78,78,79,74,57,78,81,80,49,79,1240,G2383,4275
TRAN,Canada,TOR,Atlantic,$3.0M,RD,RIGHT,184.0,70,TROY STECHER,82,83.00,86,87,85,87,86,74,85,76,85,83,78,77,81,80,84,84,85,80,63,84,87,86,55,85,4275,G2383,1240
BA,USA,ANA,Pacific,$5.0M,RW,RIGHT,191.0,72,TROY TERRY,84,84.90,88,87,83,81,88,87,86,88,86,88,84,88,86,88,83,83,82,83,62,81,78,83,68,82,1001,G2384,2606
GB,USA,ANA,Pacific,$7.0M,RW,RIGHT,191.0,72,TROY TERRY,86,86.80,89,89,85,83,89,89,88,90,88,90,86,90,88,90,85,85,84,85,64,83,80,85,70,84,2606,G2384,1001
BA,Canada,COA,,$0.6M,RW,RIGHT,188.0,71,TUCKER ROBERTSON,76,75.30,85,80,81,78,83,70,81,70,81,79,71,74,72,72,72,81,59,84,66,74,68,75,64,81,2850,G2385,3836
TRAN,Canada,PHI,Metropolitan,$2.0M,RW,RIGHT,188.0,71,TUCKER ROBERTSON,81,80.30,90,85,86,83,88,75,86,75,86,84,76,79,77,77,77,86,64,89,71,79,73,80,69,86,3836,G2385,2850
ALUM,Finland,CAR,,$2.0M,RW,LEFT,200.0,72,TUOMO RUUTU,81,81.35,82,80,85,82,82,77,83,78,83,80,83,78,81,81,82,84,81,76,67,81,82,82,66,76,1792,G2386,
BA,Canada,PRO,,$1.0M,LW,LEFT,220.0,75,TY CHEVELDAYOFF,80,80.60,88,85,88,82,87,74,90,75,89,72,73,75,74,74,88,84,88,90,85,73,73,80,70,80,3050,G2387,
BA,Canada,SJS,Pacific,$0.6M,C,RIGHT,190.0,74,TY DELLANDREA,76,76.35,81,77,77,73,82,75,78,75,78,77,73,75,75,75,77,77,77,77,63,74,75,76,74,74,1506,G2388,
BA,USA,EDM,Pacific,$0.5M,RD,RIGHT,193.0,74,TY EMBERSON,75,74.80,81,77,81,71,81,66,79,65,79,73,71,69,71,70,73,78,73,76,67,79,79,80,43,73,1245,G2389,
BA,England,ABB,,$0.7M,C,LEFT,200.0,75,TY GLOVER,77,77.80,84,81,85,80,84,68,84,68,83,75,71,73,72,72,82,84,84,84,73,69,76,81,79,74,2701,G2390,
BA,Canada,COA,,$0.6M,RD,RIGHT,195.0,69,TY NELSON,76,77.05,85,82,74,80,85,71,83,72,83,81,74,74,79,76,69,72,69,84,64,74,79,79,49,81,2848,G2391,
BA,Canada,LHC,,$0.8M,RW,RIGHT,194.0,72,TY RATTIE,78,78.10,83,82,79,81,83,78,83,79,83,82,76,80,77,79,70,80,70,82,62,73,67,77,57,82,3470,G2392,
BA,Canada,CHI,,$0.7M,LD,LEFT,180.0,71,TY SMITH,77,77.90,85,83,78,76,85,73,82,75,81,80,75,75,78,77,75,77,75,80,62,74,76,78,50,80,2807,G2393,
BA,Canada,COL,,$0.6M,C,LEFT,185.0,71,TYE FELHABER,76,76.35,85,81,79,75,85,72,81,73,81,73,74,71,71,72,76,81,76,81,63,75,70,76,77,76,2864,G2394,
BA,Canada,SEA,Pacific,$0.7M,LW,LEFT,202.0,71,TYE KARTYE,77,77.50,82,78,78,79,82,73,78,76,78,79,78,78,76,77,80,78,78,77,62,74,72,76,60,67,1527,G2395,2631
CMG,Canada,SEA,Pacific,$1.0M,LW,LEFT,202.0,71,TYE KARTYE,80,80.30,83,81,81,82,83,76,81,79,81,82,81,81,79,80,83,81,81,80,65,77,75,79,63,70,2631,G2395,1527
BA,Canada,CHI,Central,$2.0M,LW,LEFT,200.0,74,TYLER BERTUZZI,81,81.80,84,81,82,80,84,82,83,83,82,82,81,84,81,81,83,82,84,80,72,79,77,81,60,70,1127,G2396,2607
GB,Canada,CHI,Central,$5.0M,LW,LEFT,200.0,74,TYLER BERTUZZI,84,84.60,85,84,85,83,85,85,86,86,85,85,84,87,84,84,86,85,87,83,75,82,80,84,63,73,2607,G2396,1127
BA,USA,BEL,,$0.7M,LW,RIGHT,216.0,74,TYLER BOUCHER,77,77.05,85,81,86,75,83,70,84,71,84,71,69,70,68,68,85,84,89,84,77,71,69,78,64,74,2747,G2397,
BA,USA,BAK,,$0.6M,LD,LEFT,194.0,74,TYLER INAMOTO,76,76.85,84,82,85,80,84,61,85,62,85,75,64,68,68,68,82,85,84,85,70,69,83,83,60,80,2724,G2398,
ALUM,Canada,PIT,,$0.5M,C,RIGHT,185.0,71,TYLER KENNEDY,75,75.65,81,78,76,72,82,73,76,73,76,75,75,73,74,73,76,76,78,76,67,76,76,74,68,74,2147,G2399,
BA,USA,OTT,Atlantic,$0.5M,LD,LEFT,221.0,77,TYLER KLEVEN,75,75.15,78,77,80,76,79,65,81,66,80,69,70,69,70,70,79,80,79,80,67,77,79,79,50,70,1449,G2400,
BA,Canada,VAN,Pacific,$0.8M,RD,RIGHT,229.0,80,TYLER MYERS,78,77.80,82,78,84,76,83,68,85,69,83,69,72,69,75,73,83,83,80,78,72,78,83,83,48,70,1648,G2401,4636
GM,Canada,VAN,Pacific,$6.0M,RD,RIGHT,229.0,80,TYLER MYERS,85,85.40,86,86,92,84,87,76,93,77,91,77,80,77,83,81,91,91,88,86,80,86,91,91,56,78,4636,G2401,1648
BA,USA,IA,,$0.8M,C,RIGHT,200.0,74,TYLER PITLICK,78,78.85,86,80,81,75,87,76,82,77,82,78,75,76,75,75,80,81,80,75,70,75,77,79,77,77,2948,G2402,
FI,Canada,DAL,Central,$5.0M,C,RIGHT,201.0,74,TYLER SEGUIN,84,84.90,86,85,85,83,86,86,88,86,88,87,86,86,86,86,81,85,81,78,57,84,78,85,83,81,1053,G2403,1192
BA,Canada,DAL,Central,$1.0M,C,RIGHT,201.0,74,TYLER SEGUIN,80,80.30,83,80,80,82,83,81,83,81,83,82,81,81,81,81,76,80,76,73,57,79,73,80,80,76,1192,G2403,1053
MILE,Canada,DAL,Central,$7.0M,C,RIGHT,205.0,74,TYLER SEGUIN,86,86.10,87,86,86,88,87,87,89,87,89,88,87,87,87,87,82,86,82,79,63,85,79,86,86,82,4060,G2404,4072
MILE,Canada,BOS,Atlantic,$7.0M,C,RIGHT,205.0,74,TYLER SEGUIN,86,86.10,87,86,86,88,87,87,89,87,89,88,87,87,87,87,82,86,82,79,63,85,79,86,86,82,4072,G2404,4060
BA,Canada,SJS,Pacific,$5.0M,RW,RIGHT,203.0,72,TYLER TOFFOLI,84,84.05,85,85,82,82,84,86,86,87,86,86,85,87,84,85,82,82,82,82,57,84,77,84,67,87,1495,G2405,
BA,Canada,STL,Central,$0.5M,LD,LEFT,204.0,73,TYLER TUCKER,75,74.75,79,76,81,73,80,65,81,67,80,70,67,67,71,69,80,81,80,78,72,73,77,78,53,58,1557,G2406,4313
COM,Canada,STL,Central,$5.0M,LD,LEFT,204.0,73,TYLER TUCKER,84,84.15,83,85,88,82,84,83,84,83,85,80,78,80,84,81,89,90,89,87,81,82,86,87,62,67,4313,G2406,1557
BA,USA,BIF,,$0.8M,C,RIGHT,183.0,71,TYLER VESEL,78,78.00,86,80,82,78,86,72,84,72,83,77,76,75,74,72,82,82,77,82,77,76,72,74,79,86,3329,G2407,
BA,Canada,MB,,$0.6M,RD,RIGHT,207.0,75,TYREL BAUER,76,76.25,84,80,86,77,84,60,86,62,85,69,65,66,68,67,82,86,84,84,84,70,82,82,49,74,3012,G2408,
BA,Canada,MB,,$0.7M,C,LEFT,190.0,74,TYSON EMPEY,77,77.40,84,82,87,78,82,69,84,69,84,74,64,72,67,68,85,85,88,84,79,69,77,80,74,74,3008,G2409,
BA,Canada,PHI,Metropolitan,$1.0M,RW,RIGHT,215.0,74,TYSON FOERSTER,80,80.00,82,80,80,81,82,78,82,80,82,81,81,81,81,81,78,81,80,80,67,78,71,80,68,75,1456,G2410,2533
TOTW,Canada,PHI,Metropolitan,$3.0M,RW,RIGHT,215.0,74,TYSON FOERSTER,82,82.00,84,82,82,83,84,80,84,82,84,83,83,83,83,83,80,83,82,82,69,80,73,82,70,77,2533,G2410,1456
BA,Canada,SD,,$0.6M,LD,LEFT,188.0,75,TYSON HINDS,76,76.95,84,80,84,80,83,64,84,66,83,72,67,66,72,69,82,83,84,84,71,74,81,81,49,74,3113,G2411,
BA,Canada,CAR,Metropolitan,$0.6M,C,LEFT,187.0,71,TYSON JOST,76,76.25,82,78,76,73,82,75,77,75,77,78,74,75,75,75,76,76,76,77,62,75,74,76,74,75,1122,G2412,3424
TRAN,Canada,NSH,Central,$1.0M,C,LEFT,187.0,71,TYSON JOST,80,80.05,84,82,80,77,84,79,81,79,81,82,78,79,79,79,80,80,80,81,66,79,78,80,78,79,3424,G2412,1122
NG,Canada,BUF,Atlantic,$3.0M,C,LEFT,185.0,71,TYSON KOZAK,82,81.95,83,86,85,77,84,76,88,78,88,86,79,82,82,80,79,85,80,88,64,80,77,84,83,88,4147,G2413,
ALUM,Sweden,NYR,,$0.8M,C,RIGHT,175.0,70,ULF NILSSON,78,77.90,81,78,77,81,82,81,80,82,80,77,82,77,80,77,73,77,73,78,62,78,68,74,75,73,2090,G2414,
ALUM,Sweden,HFD,,$3.0M,LD,LEFT,205.0,73,ULF SAMUELSSON,82,82.25,85,81,85,82,83,80,85,81,83,77,77,78,81,77,89,84,85,80,75,85,85,82,52,67,1957,G2415,3886
MARQ,Sweden,HFD,,$6.0M,LD,LEFT,205.0,73,ULF SAMUELSSON,85,85.15,86,84,88,85,86,83,88,84,86,80,80,81,84,80,92,87,88,83,78,88,88,85,55,70,3886,G2415,1957
BA,Finland,NYR,Metropolitan,$0.6M,LD,LEFT,205.0,74,URHO VAAKANAINEN,76,75.65,81,77,80,73,81,67,80,68,80,73,70,69,73,72,77,80,79,78,72,76,78,79,53,68,1423,G2416,
BA,Latvia,FLA,Atlantic,$0.7M,LD,LEFT,196.0,72,UVIS BALINSKIS,77,77.35,81,78,79,77,81,73,82,75,82,74,77,75,75,75,76,79,76,76,57,81,74,77,51,66,1261,G2417,3676
FACE,Latvia,FLA,Atlantic,$3.0M,LD,LEFT,196.0,72,UVIS BALINSKIS,82,82.05,83,83,84,82,83,78,87,80,87,79,82,80,80,80,81,84,81,81,62,86,79,82,56,71,3676,G2417,1261
ALUM,Germany,COL,,$2.0M,RD,RIGHT,240.0,78,UWE KRUPP,81,81.05,81,81,84,81,82,79,85,79,84,76,81,78,79,79,83,84,77,73,69,84,83,81,57,72,1830,G2418,
BA,Russia,COL,Central,$4.0M,RW,LEFT,210.0,76,VALERI NICHUSHKIN,83,83.40,86,84,84,82,86,84,84,84,84,84,84,84,84,84,81,86,80,76,57,81,79,83,61,76,1149,G2419,
BA,Finland,DIF,,$0.9M,LD,LEFT,209.0,78,VALTTERI PULLI,79,78.90,86,82,80,79,86,69,87,72,86,74,74,74,77,77,75,84,77,77,65,81,77,81,52,72,3345,G2420,
BA,Finland,WBS,,$0.7M,LW,RIGHT,183.0,69,VALTTERI PUUSTINEN,77,77.10,85,81,78,74,84,74,83,75,83,82,75,77,74,75,73,78,75,80,60,72,68,76,55,80,3252,G2421,
BA,Russia,EDM,Pacific,$0.8M,RW,LEFT,190.0,73,VASILY PODKOLZIN,78,78.05,84,80,81,81,84,72,82,74,82,76,71,75,75,75,80,83,83,80,72,72,73,78,60,72,1238,G2422,"2544,3297,4539"
CMG,Russia,EDM,Pacific,$3.0M,RW,LEFT,190.0,73,VASILY PODKOLZIN,82,82.75,86,85,86,86,86,77,87,79,87,81,76,80,80,80,85,88,88,85,77,77,78,83,65,77,2544,G2422,"1238,3297,4539"
TRAN,Russia,EDM,Pacific,$4.0M,RW,LEFT,190.0,73,VASILY PODKOLZIN,83,83.75,87,86,87,87,87,78,88,80,88,82,77,81,81,81,86,89,89,86,78,78,79,84,66,78,3297,G2422,"1238,2544,4539"
COM,Russia,EDM,Pacific,$6.0M,RW,LEFT,190.0,73,VASILY PODKOLZIN,85,85.70,89,88,89,89,88,80,90,82,90,84,79,83,83,83,88,91,91,88,80,80,81,86,68,80,4539,G2422,"1238,2544,3297"
ALUM,Canada,NSH,,$0.8M,C,LEFT,205.0,71,VERN FIDDLER,78,77.75,80,77,79,78,81,75,79,75,79,74,76,75,77,75,80,81,79,74,74,79,80,76,82,76,2040,G2423,
ALUM,Canada,NYR,,$1.0M,LW,LEFT,190.0,72,VIC HADFIELD,80,81.05,82,81,82,80,82,82,85,82,85,79,82,79,80,80,82,82,80,83,74,79,82,75,60,65,2083,G2424,
BA,Sweden,DIF,,$0.9M,LW,RIGHT,170.0,71,VICTOR EKLUND,79,79.40,86,88,80,79,82,77,88,76,86,80,80,81,81,81,72,73,72,87,67,77,72,77,73,87,3342,G2425,
BA,Sweden,TBL,Atlantic,$5.0M,LD,LEFT,245.0,79,VICTOR HEDMAN,84,83.50,83,80,85,83,83,77,89,77,87,80,84,77,85,84,84,85,85,77,62,89,85,88,50,70,1559,G2426,
MILE,Sweden,TBL,Atlantic,$7.0M,LD,LEFT,244.0,79,VICTOR HEDMAN,86,85.50,85,82,87,85,85,79,91,79,89,82,86,79,87,86,86,87,87,79,64,91,87,90,52,72,4062,G2427,4669
GM,Sweden,TBL,Atlantic,$10.0M,LD,LEFT,244.0,79,VICTOR HEDMAN,89,89.20,86,86,91,89,86,83,95,83,93,86,90,83,91,90,90,91,91,83,68,95,91,94,56,76,4669,G2427,4062
BA,Sweden,SKE,,$0.6M,C,LEFT,168.0,72,VICTOR LAZ,76,76.00,90,84,72,76,89,73,86,72,86,72,73,73,71,73,75,77,70,90,68,73,62,73,87,88,3595,G2428,
BA,USA,VAN,Pacific,$0.5M,RD,RIGHT,229.0,75,VICTOR MANCINI,75,75.00,80,77,79,73,80,69,81,71,80,69,67,69,70,70,77,80,74,79,67,77,77,80,44,79,1638,G2429,
CMG,Sweden,COL,Central,$3.0M,LW,LEFT,182.0,71,VICTOR OLOFSSON,82,82.15,83,85,84,80,83,82,87,84,86,84,83,83,83,83,74,83,79,82,68,81,74,82,69,79,2522,G2430,
COM,Sweden,COL,Central,$6.0M,LW,LEFT,180.0,71,VICTOR OLOFSSON,85,85.15,86,88,87,83,86,85,90,87,89,87,86,86,86,86,77,86,82,85,71,84,77,85,72,82,4502,G2431,
BA,Sweden,BIF,,$0.8M,RD,RIGHT,184.0,71,VICTOR SODERSTROM,78,78.45,84,80,80,77,84,70,83,72,83,80,74,76,78,77,78,81,80,81,66,74,79,79,56,79,3327,G2432,
BA,Sweden,SKE,,$0.7M,C,LEFT,203.0,70,VICTOR STJERNBORG,77,76.95,86,82,80,74,86,73,83,72,82,79,74,74,73,72,73,79,78,83,70,75,70,74,75,78,3590,G2433,
BA,Sweden,BOS,Atlantic,$0.7M,RW,RIGHT,185.0,70,VIKTOR ARVIDSSON,77,78.20,85,81,76,81,85,79,80,78,81,81,77,81,78,79,72,76,72,62,57,73,72,77,57,76,1034,G2434,
BA,Sweden,SKE,,$0.6M,LD,LEFT,183.0,72,VIKTOR GRAHN,76,76.25,86,83,81,77,86,69,84,69,83,70,73,69,72,71,72,80,76,81,74,74,74,76,64,79,3593,G2435,
