card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id
MARQ,USA,ANA,Pacific,$3.0M,C,LEFT,204.0,74,RYAN POEHLING,82,82.25,83,83,85,82,83,81,85,81,85,81,80,81,81,79,84,85,83,88,70,81,80,82,91,78,3419
BA,Canada,NYI,Metropolitan,$1.0M,RD,RIGHT,220.0,74,RYAN PULOCK,80,80.15,83,79,82,82,83,72,87,73,85,74,74,74,78,77,82,82,81,79,67,84,85,86,49,84,1393
CMG,Canada,NYI,Metropolitan,$3.0M,RD,RIGHT,220.0,74,RYAN PULOCK,82,82.05,84,81,84,84,84,74,89,75,87,76,76,76,80,79,84,84,83,81,69,86,87,88,51,86,2614
BA,Canada,SEA,Pacific,$0.5M,RW,RIGHT,225.0,74,RYAN REAVES,75,75.40,78,76,88,76,83,66,84,69,83,66,66,68,69,69,86,88,87,76,86,66,66,74,66,56,1516
CHEL,Canada,SJS,Pacific,$2.0M,RW,RIGHT,225.0,74,RYAN REAVES,81,81.10,81,82,94,82,86,72,90,75,89,72,72,74,75,75,92,94,93,82,92,72,72,80,72,62,1943
NG,Canada,NIA,,$9.0M,LW,LEFT,215.0,76,RYAN ROOBROECK,88,88.05,89,94,86,87,89,86,96,86,95,88,95,87,87,89,81,87,81,91,79,88,81,89,71,91,4243
BA,USA,IA,,$0.6M,RW,RIGHT,185.0,72,RYAN SANDELIN,76,75.75,83,79,83,75,83,68,83,68,83,79,70,73,72,72,72,83,74,84,73,68,67,80,66,79,2961
BA,USA,UTI,,$0.7M,C,RIGHT,188.0,74,RYAN SCHMELZER,77,77.80,85,81,84,77,83,70,82,71,82,79,70,75,73,73,81,82,83,84,67,72,75,78,81,79,3234
BA,USA,PIT,Metropolitan,$0.5M,LD,LEFT,220.0,73,RYAN SHEA,75,75.25,82,79,79,72,82,66,81,67,81,71,69,67,71,71,78,79,78,74,67,75,77,80,49,78,1476
TOTW,USA,PIT,Metropolitan,$4.0M,LD,LEFT,200.0,73,RYAN SHEA,83,84.25,87,87,88,87,86,80,89,80,89,80,80,80,80,80,85,86,86,82,75,83,85,87,57,86,3896
BA,USA,HFD,,$0.6M,RD,RIGHT,192.0,74,RYAN SIEDEM,76,75.90,79,76,77,79,83,76,79,76,79,74,69,75,73,76,75,76,77,80,51,75,69,75,51,75,2904
ALUM,Canada,EDM,,$3.0M,LW,LEFT,191.0,74,RYAN SMYTH,82,82.25,86,84,82,80,86,85,83,85,82,86,84,84,84,84,78,80,78,80,57,80,75,79,70,85,1907
HUTC,Canada,EDM,Pacific,$7.0M,LW,LEFT,191.0,74,RYAN SMYTH,87,86.95,88,89,87,85,88,90,88,90,87,91,89,89,89,89,83,85,83,85,62,85,80,84,75,90,3898
HUTC,Canada,EDM,Pacific,$7.0M,LW,LEFT,191.0,74,RYAN SMYTH,86,86.05,88,88,86,84,88,89,87,89,86,90,88,88,88,88,82,84,82,84,61,84,79,83,74,89,3899
BA,Canada,ANA,Pacific,$0.9M,C,RIGHT,192.0,73,RYAN STROME,79,79.10,84,81,78,79,84,80,81,80,80,81,79,79,80,79,78,78,78,78,57,78,68,77,76,73,1021
CMG,Canada,ANA,Pacific,$3.0M,C,RIGHT,192.0,73,RYAN STROME,82,81.90,85,84,81,82,85,83,84,83,83,84,82,82,83,82,81,81,81,81,60,81,71,80,79,76,2601
BA,Canada,CHI,,$0.6M,C,LEFT,176.0,72,RYAN SUZUKI,76,76.05,87,83,76,71,87,74,81,75,81,80,71,75,76,77,70,78,68,81,61,69,66,76,73,91,2813
BA,Canada,TOR,,$0.6M,RW,RIGHT,187.0,71,RYAN TVERBERG,76,76.50,86,82,77,80,84,72,81,73,81,76,73,73,73,73,74,77,74,84,64,75,73,73,73,79,3210
BA,USA,MIL,,$0.6M,RD,RIGHT,181.0,70,RYAN UFKO,76,77.15,88,85,71,77,87,74,83,74,82,82,78,76,78,78,69,68,69,84,63,76,72,76,49,84,3031
ALUM,USA,PIT,,$0.7M,LD,LEFT,210.0,76,RYAN WHITNEY,77,77.05,81,76,78,81,81,76,81,75,79,75,78,74,79,77,74,78,76,72,67,77,74,71,47,75,2144
CHEL,USA,EDM,,$0.9M,LD,LEFT,210.0,76,RYAN WHITNEY,79,78.95,82,78,80,83,82,78,83,77,81,77,80,76,81,79,76,80,78,74,69,79,76,73,49,77,2415
BA,Canada,COA,,$0.7M,C,RIGHT,175.0,74,RYAN WINTERTON,77,77.15,83,79,80,75,83,74,82,74,82,77,74,78,74,74,77,80,79,81,64,72,67,79,76,76,2842
NG,Canada,SEA,Pacific,$4.0M,C,RIGHT,175.0,74,RYAN WINTERTON,83,83.75,86,86,87,82,86,81,89,81,89,84,81,85,81,81,84,87,86,88,71,79,74,86,83,83,4130
BA,USA,MIL,,$0.6M,RW,RIGHT,175.0,73,RYDER ROLSTON,76,76.35,85,81,84,75,83,67,82,68,81,77,72,72,71,71,81,82,81,84,65,74,65,75,66,79,3030
BA,Canada,SEA,Pacific,$0.6M,LD,LEFT,195.0,72,RYKER EVANS,76,76.35,81,75,75,79,79,70,79,71,78,76,77,73,76,74,75,76,77,77,62,80,76,80,52,72,1530
BA,Canada,BOS,,$0.6M,LD,LEFT,140.0,70,RYLIND MACKINNON,76,76.90,82,77,78,80,78,74,73,72,74,78,83,83,77,72,76,72,81,82,44,80,72,76,64,79,2314
MARQ,Canada,BOS,,$5.0M,LD,LEFT,140.0,70,RYLIND MACKINNON,84,84.90,90,85,86,88,86,82,81,80,82,86,91,91,85,80,84,80,89,90,52,88,80,84,72,87,4330
BA,USA,CHI,,$0.6M,C,LEFT,185.0,72,SAHIL PANWAR,76,75.85,84,82,73,76,84,69,85,76,85,74,74,74,74,73,71,80,70,85,68,72,67,74,79,80,2811
ALUM,Finland,MTL,,$3.0M,C,LEFT,181.0,70,SAKU KOIVU,82,81.55,83,80,81,79,83,81,81,81,82,80,82,82,82,80,80,84,80,76,62,84,81,85,88,76,2013
BA,Canada,FLA,Atlantic,$1.0M,C,LEFT,193.0,73,SAM BENNETT,80,80.50,83,81,80,81,83,79,80,81,80,80,81,79,79,79,83,79,83,78,62,81,76,82,79,68,1254
SPOT,Canada,FLA,Atlantic,$6.0M,C,LEFT,193.0,73,SAM BENNETT,85,85.70,88,86,85,86,88,85,85,86,86,85,86,84,84,84,89,85,88,83,67,86,81,87,84,73,2429
BA,Canada,NYR,Metropolitan,$0.8M,C,RIGHT,202.0,72,SAM CARRICK,78,78.35,83,79,80,79,83,74,82,76,82,77,75,75,75,75,80,82,81,80,78,76,75,78,77,70,1418
MARQ,Canada,NYR,Metropolitan,$1.0M,C,RIGHT,202.0,72,SAM CARRICK,80,80.25,84,81,82,81,84,76,84,78,84,79,77,77,77,77,82,84,83,82,80,78,77,80,79,72,3427
BA,Canada,ANA,Pacific,$0.5M,RW,RIGHT,211.0,74,SAM COLANGELO,75,74.90,80,75,79,76,81,72,79,73,79,75,70,75,74,75,72,80,72,77,62,70,67,74,69,77,1008
MARQ,Canada,SJS,Pacific,$4.0M,LD,LEFT,200.0,75,SAM DICKINSON,83,83.50,86,89,85,81,86,76,89,78,89,81,84,80,85,81,80,82,80,90,70,85,86,87,65,90,3812
NG,Canada,SJS,Pacific,$6.0M,LD,LEFT,200.0,75,SAM DICKINSON,85,85.40,87,91,87,83,87,78,91,80,91,83,86,82,87,83,82,84,82,92,72,87,88,89,67,92,4234
BA,USA,CHI,Central,$0.6M,C,RIGHT,205.0,74,SAM LAFFERTY,76,76.65,82,77,80,80,82,72,80,74,80,73,72,73,73,73,80,79,80,78,62,72,74,77,80,78,1139
CMG,USA,CHI,Central,$1.0M,C,RIGHT,205.0,74,SAM LAFFERTY,80,80.45,84,81,84,84,84,76,84,78,84,77,76,77,77,77,84,83,84,82,66,76,78,81,84,82,2561
BA,USA,COL,Central,$0.6M,RD,RIGHT,190.0,71,SAM MALINSKI,76,75.80,82,79,78,73,83,71,79,71,79,77,72,72,73,72,73,78,73,78,62,76,78,77,48,78,1161
GM,USA,COL,Central,$7.0M,RD,RIGHT,190.0,71,SAM MALINSKI,86,86.30,88,90,89,84,89,82,90,82,90,88,83,83,84,83,84,89,84,89,73,87,89,88,59,89,4602
BA,Canada,FLA,Atlantic,$5.0M,RW,RIGHT,196.0,73,SAM REINHART,84,84.30,85,84,81,84,83,87,82,90,82,90,90,90,90,90,75,81,75,80,57,84,77,86,72,90,1270
FACE,Canada,FLA,Atlantic,$6.0M,RW,RIGHT,196.0,73,SAM REINHART,85,85.20,85,85,82,85,83,88,83,91,83,91,91,91,91,91,76,82,76,81,58,85,78,87,73,91,3668
BA,Canada,DAL,Central,$0.7M,C,LEFT,189.0,72,SAM STEEL,77,77.60,83,81,76,81,83,76,79,76,79,79,78,76,79,79,75,76,73,83,57,76,68,79,77,80,1197
FACE,Canada,DAL,Central,$4.0M,C,LEFT,185.0,72,SAM STEEL,83,83.30,86,87,82,87,86,82,85,82,85,85,84,82,85,85,81,82,79,89,63,82,74,85,83,86,3804
COM,Canada,DAL,Central,$4.0M,C,LEFT,185.0,72,SAM STEEL,83,83.30,86,87,82,87,86,82,85,82,85,85,84,82,85,85,81,82,79,89,63,82,74,85,83,86,4480
BA,Canada,OTT,,$0.6M,LW,LEFT,158.0,67,SAMANTHA ISBELL,76,76.50,85,77,77,79,83,74,73,74,73,77,73,76,75,79,76,74,84,77,45,77,73,71,66,72,2363
ALUM,Finland,VAN,,$0.9M,RD,RIGHT,215.0,75,SAMI SALO,79,79.15,79,77,80,83,81,81,88,82,85,73,81,74,80,77,77,79,73,59,67,81,76,76,49,79,2267
BA,Finland,JYP,,$1.0M,LD,RIGHT,185.0,70,SAMI VATANEN,80,81.00,87,85,81,82,87,75,85,76,84,82,79,79,78,82,82,81,77,71,62,75,83,80,52,80,3794
BA,Canada,MTL,Atlantic,$0.6M,LW,LEFT,206.0,74,SAMMY BLAIS,76,76.45,79,76,80,80,79,72,80,72,80,73,72,72,72,72,83,80,83,78,67,73,73,78,58,77,1338
BA,Finland,ÖRE,,$0.8M,LW,LEFT,194.0,74,SAMPO RANTA,78,78.30,86,82,81,77,87,77,84,78,84,81,73,81,76,76,71,81,71,81,61,71,73,76,66,81,3535
BA,Finland,LV,,$0.7M,RW,RIGHT,174.0,70,SAMU TUOMAALA,77,77.25,87,83,78,78,85,71,82,73,81,81,78,77,77,77,69,78,74,84,62,74,67,75,64,79,2990
TRAN,Finland,TEX,,$2.0M,RW,RIGHT,174.0,70,SAMU TUOMAALA,81,81.05,89,87,82,82,87,75,86,77,85,85,82,81,81,81,73,82,78,88,66,78,71,79,68,83,4066
BA,Canada,SPR,,$0.6M,C,LEFT,201.0,74,SAMUEL BITTEN,76,76.40,84,80,88,76,84,64,87,66,87,68,65,68,67,67,86,87,90,85,81,67,66,81,82,65,3147
BA,Canada,ONT,,$0.7M,LD,LEFT,220.0,76,SAMUEL BOLDUC,77,77.30,82,77,84,75,82,69,83,70,82,72,72,70,73,72,82,84,82,80,75,74,81,80,55,75,3035
BA,Sweden,MB,,$0.8M,LW,RIGHT,200.0,72,SAMUEL FAGEMO,78,78.40,86,82,80,81,86,77,83,77,83,80,73,77,76,77,77,80,77,80,65,71,67,78,65,80,3005
BA,Canada,COL,Central,$1.0M,LD,LEFT,170.0,70,SAMUEL GIRARD,80,80.55,86,86,77,80,89,75,82,75,81,84,83,77,83,82,74,77,74,79,57,82,79,85,54,89,1153
GM,Canada,COL,Central,$6.0M,LD,LEFT,170.0,70,SAMUEL GIRARD,85,85.25,89,91,82,85,90,80,87,80,86,89,88,82,88,87,79,82,79,84,62,87,84,90,59,94,4650
BA,Finland,LAK,Pacific,$0.6M,C,LEFT,201.0,78,SAMUEL HELENIUS,76,77.25,79,78,84,79,79,67,85,67,84,77,74,72,72,72,82,85,84,82,77,67,77,81,81,72,1289
NG,Finland,LAK,Pacific,$3.0M,C,LEFT,201.0,78,SAMUEL HELENIUS,82,82.95,82,84,90,85,82,73,91,73,90,83,80,78,78,78,88,91,90,88,83,73,83,87,87,78,4228
TRAN,Finland,LAK,Pacific,$5.0M,C,LEFT,201.0,78,SAMUEL HELENIUS,84,84.85,83,86,92,87,83,75,93,75,92,85,82,80,80,80,90,93,92,90,85,75,85,89,89,80,4626
BA,Slovakia,CGY,,$0.8M,C,LEFT,186.0,76,SAMUEL HONZEK,78,78.65,83,80,80,82,83,76,82,78,82,79,77,80,80,80,70,79,77,80,70,75,72,78,73,70,2768
NG,Slovakia,CGY,Pacific,$4.0M,C,LEFT,186.0,76,SAMUEL HONZEK,83,83.35,85,85,85,87,85,81,87,83,87,84,82,85,85,85,75,84,82,85,75,80,77,83,78,75,4128
BA,Sweden,SPR,,$0.6M,RD,RIGHT,176.0,71,SAMUEL JOHANNESSON,76,75.70,85,81,74,75,85,69,82,70,82,71,74,71,71,73,73,77,72,79,67,80,72,77,49,74,3150
BA,Canada,SJ,,$0.7M,LW,LEFT,206.0,74,SAMUEL LABERGE,77,77.50,84,80,87,78,84,67,84,68,83,73,67,72,69,70,85,85,87,84,79,68,78,81,59,69,3127
BA,Canada,SA,,$0.9M,LD,LEFT,202.0,75,SAMUEL MAYER,79,79.70,89,86,80,83,89,70,90,71,90,75,73,70,77,75,80,78,80,90,80,78,80,80,52,75,2908
BA,Canada,WBS,,$0.7M,LW,LEFT,208.0,73,SAMUEL POULIN,77,77.85,83,79,81,79,83,75,82,75,81,77,74,75,73,74,80,80,81,80,70,72,73,80,65,75,3251
BA,Canada,RFD,,$0.6M,C,LEFT,189.0,70,SAMUEL SAVOIE,76,76.60,84,81,76,80,83,74,82,75,81,79,73,76,76,74,74,73,74,84,63,74,68,75,78,84,3104
BA,USA,TUC,,$0.7M,C,RIGHT,180.0,70,SAMUEL WALKER,77,77.45,85,82,78,75,81,74,83,76,81,83,77,78,76,76,74,76,78,81,61,74,66,76,76,79,3217
BA,Latvia,CHA,,$0.6M,LW,LEFT,192.0,73,SANDIS VILMANIS,76,76.65,84,81,79,80,82,74,82,75,81,79,73,75,77,75,74,75,74,84,67,74,67,72,66,79,2799
ALUM,Canada,CGY,,$0.5M,RW,RIGHT,222.0,75,SANDY MCCARTHY,75,74.75,76,72,82,71,78,68,78,68,77,68,73,71,72,72,82,83,82,80,83,73,76,73,43,70,1785
BA,Finland,HV7,,$0.7M,LD,LEFT,191.0,73,SANTERI HATAKKA,77,76.80,84,80,82,76,84,65,83,66,82,76,68,67,72,70,80,82,82,82,67,77,80,80,57,77,3437
SOTM,Finland,JYP,,$6.0M,LW,LEFT,165.0,70,SANTERI HUOVILA,85,85.55,87,98,84,84,86,83,98,84,98,86,83,84,83,83,82,84,81,99,76,83,76,84,87,99,4077
BA,Canada,NY,,$3.0M,RW,RIGHT,130.0,65,SARAH FILLIER,82,82.20,88,82,81,81,90,84,75,83,75,80,81,81,79,86,83,85,83,84,42,82,82,83,82,83,2357
FANT,Canada,NY,,$8.0M,RW,RIGHT,130.0,65,SARAH FILLIER,87,87.70,90,87,86,86,92,87,88,89,89,85,86,86,84,91,88,90,88,89,47,87,87,88,87,88,4465
BA,Canada,VAN,,$4.0M,LW,LEFT,148.0,68,SARAH NURSE,83,83.00,85,82,83,81,86,82,82,80,79,83,86,83,83,81,84,86,83,84,42,86,79,86,82,84,2412
FACE,Canada,VAN,,$6.0M,LW,LEFT,148.0,68,SARAH NURSE,85,84.90,86,84,85,83,87,84,84,82,81,85,88,85,85,83,86,88,85,86,44,88,81,88,84,86,3872
CCAP,Canada,VAN,,$9.0M,LW,LEFT,148.0,68,SARAH NURSE,88,88.40,88,87,90,87,88,87,87,86,86,88,91,88,89,91,89,92,88,89,47,91,84,91,91,89,4357
BA,USA,SD,,$0.6M,RW,LEFT,187.0,72,SASHA PASTUJOV,76,76.35,84,80,82,75,83,70,84,71,84,79,72,76,75,75,77,81,74,84,63,67,65,73,64,81,3267
BA,USA,TOR,,$0.9M,LD,LEFT,148.0,65,SAVANNAH HARMON,79,78.50,85,79,78,77,82,75,73,76,72,79,81,81,83,82,78,78,75,80,42,82,76,78,47,83,2378
CMG,USA,TOR,,$7.0M,LD,LEFT,148.0,65,SAVANNAH HARMON,86,85.60,92,86,85,86,89,82,80,83,79,86,88,88,90,89,85,85,82,87,49,89,83,85,54,90,4336
BA,USA,NY,,$0.6M,RW,RIGHT,159.0,67,SAVANNAH NORCROSS,76,75.85,83,80,82,79,80,70,69,73,74,75,77,76,77,73,77,75,78,79,44,76,70,73,54,78,2345
BA,USA,LV,,$0.8M,C,RIGHT,209.0,72,SAWYER BOULTON,78,79.00,89,86,82,78,90,72,90,72,90,72,70,72,72,72,82,80,87,92,84,70,72,82,86,82,2984
ALUM,USA,NJD,,$2.0M,C,LEFT,200.0,71,SCOTT GOMEZ,81,80.90,84,83,81,79,83,82,81,82,80,81,84,78,88,82,76,81,76,83,62,78,76,83,78,79,2049
ALUM,Canada,SJS,,$1.0M,LD,LEFT,215.0,73,SCOTT HANNAN,80,79.85,79,77,85,78,83,74,82,75,82,71,77,75,78,78,86,84,84,82,75,85,81,83,52,77,2161
HUTC,Canada,SJS,,$8.0M,LD,LEFT,215.0,73,SCOTT HANNAN,87,86.60,84,84,92,85,87,81,89,82,89,78,84,82,85,85,93,91,91,89,82,92,88,90,59,84,4286
ALUM,Canada,NSH,,$1.0M,LW,LEFT,215.0,74,SCOTT HARTNELL,80,80.10,81,79,83,78,82,75,83,81,84,77,80,78,79,76,84,83,82,82,72,80,80,77,55,73,2038
BA,Canada,TOR,Atlantic,$0.7M,C,LEFT,191.0,73,SCOTT LAUGHTON,77,76.85,79,75,78,75,79,75,79,75,78,75,75,75,75,75,79,78,79,81,70,78,76,79,82,66,1586
GB,Canada,TOR,Atlantic,$3.0M,C,LEFT,191.0,73,SCOTT LAUGHTON,82,81.65,82,80,83,80,82,80,84,80,83,80,80,80,80,80,84,83,84,86,75,83,81,84,87,71,3785
BA,USA,NYI,Metropolitan,$0.6M,RD,RIGHT,213.0,77,SCOTT MAYFIELD,76,75.10,78,74,82,75,79,68,78,68,79,68,69,68,73,72,77,82,77,75,75,77,79,79,47,67,1405
ALUM,Canada,FLA,,$3.0M,RW,RIGHT,210.0,73,SCOTT MELLANBY,82,81.40,83,81,86,81,83,81,84,82,83,77,81,79,81,79,83,85,82,81,72,82,76,79,72,76,1930
FI,USA,NYR,Metropolitan,$0.9M,RD,RIGHT,210.0,74,SCOTT MORROW,79,79.65,86,82,79,80,85,76,83,78,83,78,77,78,79,79,77,81,77,82,67,75,78,82,47,77,2304
BA,USA,HFD,,$0.7M,RD,RIGHT,210.0,74,SCOTT MORROW,77,77.70,84,80,77,78,84,74,81,76,81,76,75,76,77,77,75,79,75,80,65,73,76,80,45,75,2896
ALUM,Canada,NJD,,$5.0M,LD,LEFT,194.0,73,SCOTT NIEDERMAYER,84,83.95,88,86,82,81,89,80,82,82,81,81,88,81,88,87,80,81,80,82,62,90,84,88,47,84,2044
ALUM,USA,COL,,$0.5M,RW,RIGHT,240.0,77,SCOTT PARKER,75,75.25,76,72,83,76,76,72,78,73,80,69,71,69,70,70,86,85,84,78,84,72,75,68,45,46,1839
BA,USA,UTA,Central,$0.6M,LD,LEFT,175.0,70,SCOTT PERUNOVICH,76,76.70,83,82,74,73,83,73,79,74,79,80,77,74,78,78,72,74,72,67,61,75,78,76,52,82,1616
ALUM,Canada,SJS,,$0.7M,LW,LEFT,220.0,75,SCOTT THORNTON,77,77.05,79,74,81,80,81,73,78,74,77,71,79,76,75,75,80,80,75,84,77,79,80,74,68,58,2166
ALUM,Canada,NSH,,$3.0M,RW,RIGHT,196.0,70,SCOTT WALKER,82,82.05,82,81,85,80,83,78,82,78,82,80,84,79,80,80,88,87,81,64,76,85,83,83,75,71,2036
BA,USA,NJD,Metropolitan,$0.5M,RD,RIGHT,162.0,70,SEAMUS CASEY,75,75.20,81,79,70,76,82,71,79,72,79,76,76,71,76,74,67,75,68,78,62,78,77,77,43,73,1381
BA,Canada,PHI,Metropolitan,$4.0M,C,LEFT,210.0,76,SEAN COUTURIER,83,83.00,83,82,85,83,83,82,84,82,84,82,82,82,82,82,83,85,81,66,62,84,84,85,89,79,1451
CMG,Canada,PHI,Metropolitan,$5.0M,C,LEFT,210.0,76,SEAN COUTURIER,84,83.90,83,83,86,84,83,83,85,83,85,83,83,83,83,83,84,86,82,67,63,85,85,86,90,80,2510
FANT,Canada,PHI,Metropolitan,$8.0M,C,LEFT,210.0,76,SEAN COUTURIER,87,86.80,85,86,89,87,85,86,88,86,88,86,86,86,86,86,87,89,85,70,66,88,88,89,93,83,2659
CAP,Canada,PHI,Metropolitan,$6.0M,C,LEFT,210.0,76,SEAN COUTURIER,85,84.90,84,84,87,85,84,84,86,84,86,84,84,84,84,84,85,87,83,68,64,86,86,87,91,81,4362
BA,Canada,HV7,,$0.8M,LD,LEFT,218.0,75,SEAN DAY,78,78.10,84,79,84,78,87,68,85,70,84,78,69,73,74,73,78,84,81,82,72,74,80,79,57,77,3430
BA,Canada,UTA,Central,$2.0M,RD,RIGHT,196.0,73,SEAN DURZI,81,81.50,85,83,80,82,85,77,83,77,82,83,83,77,83,83,80,80,80,80,62,82,82,83,55,78,1601
FACE,Canada,UTA,Central,$6.0M,RD,RIGHT,196.0,73,SEAN DURZI,85,85.30,87,87,84,86,87,81,87,81,86,87,87,81,87,87,84,84,84,84,66,86,86,87,59,82,3807
BA,USA,LAV,,$0.6M,LW,LEFT,181.0,69,SEAN FARRELL,76,77.00,88,85,77,75,87,71,82,72,82,84,76,78,77,77,67,73,74,84,58,73,66,76,72,79,2977
ALUM,USA,CAR,,$2.0M,RD,RIGHT,204.0,72,SEAN HILL,81,81.40,80,80,88,81,82,75,85,75,86,72,85,78,80,81,85,86,78,70,70,85,84,82,55,70,1791
BA,USA,BOS,Atlantic,$0.6M,C,LEFT,215.0,74,SEAN KURALY,76,76.35,82,75,80,79,83,72,79,72,79,74,72,73,73,73,79,79,80,77,67,74,72,77,81,67,1038
CMG,USA,BOS,Atlantic,$3.0M,C,LEFT,215.0,74,SEAN KURALY,82,82.05,85,81,86,85,86,78,85,78,85,80,78,79,79,79,85,85,86,83,73,80,78,83,87,73,3771
BA,USA,ÖRE,,$0.8M,C,LEFT,196.0,72,SEAN MALONE,78,78.50,84,81,79,75,86,78,82,77,82,81,74,78,77,78,77,81,78,81,72,73,72,77,79,78,3533
BA,Canada,CBJ,Metropolitan,$2.0M,C,LEFT,197.0,74,SEAN MONAHAN,81,81.25,83,80,83,81,83,82,82,81,81,81,82,81,82,81,79,82,79,74,62,82,78,82,88,79,1170
FACE,Canada,CBJ,Metropolitan,$7.0M,C,LEFT,206.0,74,SEAN MONAHAN,86,86.90,87,85,88,86,87,88,87,87,86,86,87,90,90,89,84,87,84,79,67,87,83,90,93,84,3855
ALUM,Canada,CBJ,,$0.6M,C,LEFT,209.0,75,SEAN PRONGER,76,76.75,78,75,78,73,78,74,80,74,79,71,75,73,75,74,84,81,80,65,72,76,78,79,70,70,1851
BA,Canada,CAR,Metropolitan,$0.7M,RD,RIGHT,191.0,71,SEAN WALKER,77,77.55,84,78,78,81,84,72,80,72,79,77,74,71,77,76,77,78,77,77,62,78,79,79,47,72,1119
FACE,Canada,CAR,Metropolitan,$4.0M,RD,RIGHT,191.0,71,SEAN WALKER,83,83.25,87,84,84,87,87,78,86,78,85,83,80,77,83,82,83,84,83,83,68,84,85,85,53,78,3776
TOTW,Canada,CAR,Metropolitan,$5.0M,RD,RIGHT,191.0,71,SEAN WALKER,84,84.25,88,85,85,88,88,79,87,79,86,84,81,78,84,83,84,85,84,84,69,85,86,86,54,79,4204
COM,Canada,CAR,Metropolitan,$7.0M,RD,RIGHT,191.0,71,SEAN WALKER,86,86.40,88,87,87,90,88,85,86,85,87,86,83,80,86,85,87,88,86,86,71,87,88,89,56,81,4308
BA,Finland,CAR,Metropolitan,$5.0M,C,LEFT,176.0,72,SEBASTIAN AHO,84,84.65,86,87,81,81,86,87,84,88,83,88,89,89,89,89,77,80,77,80,57,84,82,86,83,80,1105
BA,Sweden,WBS,,$0.8M,LD,LEFT,180.0,72,SEBASTIAN AHO,78,78.55,84,83,78,76,84,74,81,74,81,82,75,75,78,77,77,78,77,80,60,77,80,80,50,85,3272
BEM,Finland,CAR,Metropolitan,$6.0M,C,LEFT,176.0,72,SEBASTIAN AHO,85,85.55,86,88,82,82,86,88,85,89,84,89,90,90,90,90,78,81,78,81,58,85,83,87,84,81,4041
GB,Finland,CAR,Metropolitan,$10.0M,C,LEFT,176.0,72,SEBASTIAN AHO,89,89.70,89,92,86,88,89,92,89,93,88,93,95,95,94,95,82,85,82,85,62,89,87,91,88,85,4554
BA,Sweden,TIM,,$0.7M,RW,RIGHT,185.0,73,SEBASTIAN HARTMANN,77,77.15,86,80,77,79,82,72,82,74,82,75,78,76,75,74,72,80,75,76,69,76,74,74,71,77,3606
BA,Sweden,VLH,,$0.7M,LW,LEFT,176.0,70,SEBASTIAN STRANDEBERG,77,77.80,86,84,78,76,88,72,82,74,81,76,78,77,75,77,72,79,77,87,72,76,70,78,74,77,3632
ALUM,Canada,MTL,,$2.0M,LD,LEFT,210.0,75,SERGE SAVARD,81,81.10,82,82,84,81,86,78,80,78,80,77,82,70,80,78,81,84,81,82,78,88,88,82,37,63,2015
ICON,Russia,DET,,$7.0M,C,LEFT,207.0,74,SERGEI FEDOROV,86,86.20,91,90,87,81,91,85,90,86,90,90,91,88,91,91,73,85,78,83,67,84,78,84,89,78,1068
ALUM,Russia,DET,,$5.0M,C,LEFT,207.0,74,SERGEI FEDOROV,84,84.40,90,88,85,81,90,83,88,84,88,88,89,86,89,89,71,83,76,81,67,82,76,82,88,76,1871
ICON,Russia,DET,,$11.0M,LD,LEFT,207.0,74,SERGEI FEDOROV,90,90.15,93,94,91,85,93,89,94,90,94,94,95,92,95,95,77,89,82,87,71,90,82,89,93,82,4622
ALUM,Russia,WSH,,$2.0M,LD,LEFT,210.0,74,SERGEI GONCHAR,81,80.95,86,84,78,79,87,82,85,82,85,82,85,81,86,86,72,77,71,80,56,79,75,77,46,76,2275
ALUM,Russia,DAL,,$4.0M,RD,RIGHT,198.0,73,SERGEI ZUBOV,83,83.30,87,85,83,83,85,81,84,81,84,83,88,82,89,89,76,82,76,81,67,86,79,83,56,87,1854
ALUM,Canada,VAN,,$0.6M,LW,LEFT,215.0,75,SERGIO MOMESSO,76,76.65,79,77,81,73,80,75,78,75,78,72,77,77,75,74,80,82,80,77,77,75,74,71,62,72,2270
BA,Canada,MIF,,$0.7M,RD,RIGHT,197.0,74,SETH BARTON,77,77.55,85,81,86,78,85,66,86,68,85,71,65,67,69,67,84,84,84,84,74,72,84,84,49,79,3515
BA,Canada,BAK,,$0.7M,RW,RIGHT,190.0,69,SETH GRIFFITH,77,77.20,86,82,76,75,86,74,82,77,83,81,74,78,78,78,71,78,71,81,61,69,69,76,61,81,2715
BA,Canada,CAR,Metropolitan,$4.0M,RW,RIGHT,184.0,70,SETH JARVIS,83,83.95,88,87,79,82,87,87,85,87,85,89,88,87,87,87,77,79,77,82,57,82,77,82,67,87,1106
FACE,Canada,CAR,Metropolitan,$7.0M,RW,RIGHT,180.0,70,SETH JARVIS,86,87.05,90,90,82,85,89,90,88,90,88,92,91,91,90,91,80,82,82,85,60,85,80,85,70,90,3856
BA,USA,FLA,Atlantic,$3.0M,RD,RIGHT,213.0,76,SETH JONES,82,82.40,85,83,84,80,86,76,87,77,85,80,82,77,85,85,80,84,80,82,67,82,85,85,50,78,1251
